101,2.000000,4821.000000,255.189194,255.189194,456.756744,265.249359,14.414414,535.379456,-38.644897,74.000000,364.000000,569.000000,444.981995,444.981995,758.657654,764.714050,37.837837,773.857239,-52.095970,263.000000,558.000000,832.000000,-520.162170,-520.162170,744.468445,724.267273,28.828829,1059.380615,84.994675,-969.000000,-634.000000,-292.000000,2.411339,794.733582,
100,2.000000,1270.000000,124.240509,124.240509,281.126587,110.368683,18.987341,444.794891,-18.008238,-90.000000,156.000000,383.000000,890.848083,890.848083,890.848083,862.161255,34.177216,481.073517,3.931944,712.000000,891.000000,1079.000000,-336.284821,-336.284821,349.373413,168.147369,32.911392,448.090973,-0.089088,-514.000000,-337.000000,-150.000000,-65.486496,803.999634,
101,2.000000,6030.000000,-126.128784,-126.128784,474.265137,323.851654,16.666668,456.658783,2.415979,-593.000000,-146.000000,321.000000,679.621216,679.621216,851.969727,971.969116,33.333336,904.521362,-54.539379,405.000000,723.000000,1169.000000,-731.098511,-731.098511,808.810608,861.321411,28.787878,580.900574,33.501553,-1199.000000,-758.000000,-376.000000,-77.277199,1773.534058,
101,2.000000,2088.000000,-673.569336,-673.569336,673.569336,471.361908,30.656933,546.588074,-31.848249,-746.000000,-665.000000,-567.000000,212.401459,212.401459,222.182480,69.764297,29.197079,380.794617,-9.931712,82.000000,208.000000,355.000000,-704.343079,-704.343079,704.343079,511.903900,30.656933,730.750793,-25.581972,-769.000000,-695.000000,-625.000000,50.046165,816.816589,
100,2.000000,4436.000000,-239.324326,-239.324326,272.175690,100.221840,44.594593,723.323975,6.797179,-373.000000,-236.000000,-121.000000,858.702698,858.702698,864.121643,866.915161,35.135136,664.767578,-68.996437,751.000000,983.000000,1124.000000,491.486481,491.486481,514.283813,366.910828,25.675674,643.176514,20.916166,258.000000,488.000000,706.000000,-13.404862,1388.152710,
100,2.000000,5685.000000,-907.058228,-907.058228,907.058228,924.274536,34.951458,477.356323,18.723854,-1129.000000,-932.000000,-707.000000,67.077667,67.077667,245.174759,86.130692,46.601944,476.549194,-18.358734,-140.000000,101.000000,250.000000,508.728149,508.728149,512.689331,321.398102,40.776699,536.846619,-23.209101,347.000000,541.000000,676.000000,119.814133,1023.019836,
102,2.000000,4574.000000,938.854553,938.854553,938.854553,922.465210,31.515152,551.349609,-13.820988,800.000000,968.000000,1062.000000,-4.824243,-4.824243,209.587875,70.196281,35.151516,594.270264,1.920263,-173.000000,-11.000000,179.000000,460.630310,460.630310,461.066681,258.288788,36.363636,1275.381836,50.793266,345.000000,457.000000,574.000000,54.661171,972.394287,
100,2.000000,4081.000000,344.659851,344.659851,344.659851,145.585876,13.605443,380.809387,-25.512838,196.000000,387.000000,477.000000,580.346924,580.346924,580.346924,354.774872,28.571430,466.850861,-26.246145,498.000000,607.000000,677.000000,-674.639465,-674.639465,674.639465,482.682800,17.687075,368.161835,11.282674,-810.000000,-698.000000,-519.000000,-106.379784,123.661560,
101,2.000000,3148.000000,157.005753,157.005753,340.178162,209.042099,17.241379,756.087341,28.945620,-96.000000,129.000000,375.000000,734.758606,734.758606,849.356323,986.779785,28.735632,944.577393,-54.440834,325.000000,847.000000,1189.000000,-295.327576,-295.327576,486.787354,365.710236,25.287357,922.144043,41.058659,-612.000000,-318.000000,21.000000,-22.093699,1028.522461,
102,2.000000,4321.000000,-18.095541,-18.095541,351.178345,182.329285,20.382166,442.500244,-4.585514,-280.000000,14.000000,263.000000,895.859863,895.859863,960.585999,1003.366150,43.312103,4035.002197,-193.651245,808.000000,924.000000,1075.000000,-37.165604,-37.165604,210.108276,86.585190,33.121021,914.273193,-12.072570,-174.000000,-19.000000,79.000000,64.864624,1094.115479,
101,2.000000,4884.000000,-491.083344,-491.083344,491.083344,245.967438,66.666672,328.399567,11.056073,-545.000000,-471.000000,-445.000000,751.250000,751.250000,751.250000,568.467590,66.666672,756.813660,72.976967,715.000000,746.000000,771.000000,-166.583328,-166.583328,187.750000,55.714420,16.666668,260.792908,-0.906608,-267.000000,-178.000000,26.000000,-78.117020,1555.751099,
101,2.000000,4465.000000,489.486847,489.486847,540.000000,422.825378,23.684212,644.781738,21.441864,264.000000,459.000000,724.000000,694.822388,694.822388,780.243408,824.663574,32.894737,1336.834717,-63.577553,332.000000,719.000000,1112.000000,-139.907898,-139.907898,359.210541,185.445312,26.315790,793.593140,54.417603,-460.000000,-216.000000,116.000000,-19.155529,615.220093,
101,2.000000,5835.000000,41.487804,41.487804,54.317074,4.215878,82.926826,598.306580,-21.171589,17.000000,43.000000,77.000000,396.731720,396.731720,396.731720,160.091125,68.292686,447.294464,-22.207136,356.000000,409.000000,434.000000,937.926819,937.926819,937.926819,885.851379,63.414635,468.061829,-28.876715,889.000000,949.000000,1001.000000,71.083527,129.544815,
101,2.000000,1539.000000,226.788467,226.788467,312.576935,174.262741,21.153847,423.183380,24.077047,-15.000000,129.000000,589.000000,829.375000,829.375000,834.913452,853.902771,21.153847,467.573822,-20.557581,579.000000,865.000000,1171.000000,-278.355774,-278.355774,360.240387,215.057587,25.000000,426.339020,-22.197704,-578.000000,-208.000000,13.000000,-91.357590,782.447937,
100,2.000000,2889.000000,174.160843,174.160843,208.202805,57.554287,18.181818,501.040833,-35.664486,71.000000,212.000000,309.000000,951.370605,951.370605,951.370605,920.599304,34.965034,493.173828,-34.586918,867.000000,970.000000,1053.000000,125.083916,125.083916,188.104889,49.590275,26.573425,429.895355,-6.330826,-15.000000,137.000000,269.000000,-118.829498,671.175110,
101,2.000000,5943.000000,410.734863,410.734863,424.856049,229.226135,16.666668,504.324524,-31.409826,263.000000,462.000000,617.000000,759.939392,759.939392,816.181824,751.602661,46.969696,4872.126465,-203.851974,639.000000,789.000000,929.000000,-134.590912,-134.590912,226.757568,71.253136,19.696970,392.145905,-0.179530,-310.000000,-154.000000,99.000000,-11.697508,368.569611,
102,2.000000,4206.000000,-245.007095,-245.007095,414.042542,242.351929,12.765958,426.740692,17.829681,-620.000000,-266.000000,67.000000,875.843994,875.843994,875.843994,871.027222,17.021276,490.934265,26.067024,617.000000,826.000000,1110.000000,54.992908,54.992908,307.078003,127.468941,22.695034,375.671234,-6.583491,-230.000000,73.000000,359.000000,145.418747,1342.384155,
103,2.000000,5398.000000,928.474060,928.474060,928.474060,883.915405,28.148148,486.874817,16.685280,830.000000,920.000000,1027.000000,292.740753,292.740753,311.511108,119.817085,29.629629,608.051208,-35.227699,204.000000,298.000000,428.000000,-249.629623,-249.629623,250.118515,79.778877,32.592590,388.732727,4.674915,-360.000000,-258.000000,-139.000000,-175.562637,508.066345,
101,2.000000,4348.000000,854.750000,854.750000,854.750000,731.715271,50.000000,622.972290,79.058929,838.000000,841.000000,861.000000,-393.416656,-393.416656,393.416656,156.626755,33.333336,487.175598,59.087414,-420.000000,-412.000000,-373.000000,340.916656,340.916656,340.916656,118.132919,66.666672,318.804352,-32.317806,318.000000,369.000000,374.000000,193.705338,1558.102417,
103,2.000000,4528.000000,724.352539,724.352539,724.352539,568.386475,23.021584,632.312134,-30.388502,625.000000,750.000000,869.000000,439.625885,439.625885,440.417267,229.029587,25.899279,555.395142,-12.137282,327.000000,447.000000,563.000000,527.172668,527.172668,527.172668,301.191711,28.776979,560.213806,-24.375856,425.000000,536.000000,639.000000,-60.159798,184.309998,
101,2.000000,4321.000000,-166.539215,-166.539215,380.029419,202.064606,21.568628,576.207520,24.586203,-484.000000,-216.000000,144.000000,832.441162,832.441162,898.656860,904.303040,43.137257,3608.115723,-185.334137,716.000000,915.000000,1044.000000,-322.637268,-322.637268,427.813721,239.039261,25.490198,852.186401,59.927277,-558.000000,-384.000000,-159.000000,3.017002,1377.845215,
104,2.000000,1127.000000,-947.339844,-947.339844,947.339844,951.973328,24.836601,522.660645,51.024609,-1115.000000,-1042.000000,-822.000000,273.803925,273.803925,304.954254,129.332794,30.065361,459.262085,-6.443874,134.000000,285.000000,466.000000,-111.039215,-111.039215,205.366013,71.632874,28.758171,493.847992,-26.390577,-278.000000,-64.000000,76.000000,149.303467,1518.792480,
