100,2.000000,835.000000,196.000000,221.888885,74.182396,41.666664,56.000000,194.000000,319.000000,852.902771,852.902771,770.698059,52.777779,723.000000,860.000000,991.000000,-71.830574,
101,2.000000,433.000000,-835.802612,835.802612,724.393738,39.473686,-909.000000,-837.000000,-725.000000,355.065796,355.065796,149.920654,28.947369,226.000000,354.000000,502.000000,122.439217,
100,2.000000,509.000000,-950.250000,950.250000,991.703308,42.105263,-1151.000000,-962.000000,-762.000000,84.776314,259.144745,103.295967,39.473686,-93.000000,100.000000,303.000000,90.872940,
102,2.000000,538.000000,971.792480,971.792480,976.808350,37.735851,827.000000,943.000000,1088.000000,78.867928,191.358490,51.058456,30.188679,-94.000000,76.000000,238.000000,33.664780,
101,2.000000,330.000000,-915.315796,915.315796,861.617310,37.894737,-1019.000000,-916.000000,-782.000000,182.621048,192.873688,58.541340,46.315788,56.000000,157.000000,288.000000,125.083336,
101,2.000000,610.000000,-857.975586,857.975586,741.972839,39.024387,-891.000000,-840.000000,-809.000000,112.585365,131.926834,30.950686,24.390244,19.000000,67.000000,213.000000,83.566414,
100,2.000000,373.000000,-945.082214,945.082214,1005.787964,35.616440,-1176.000000,-911.000000,-719.000000,290.890411,379.219177,195.112579,30.136988,84.000000,358.000000,552.000000,112.671509,
101,2.000000,1202.000000,-721.408142,721.408142,538.306152,28.571430,-787.000000,-713.000000,-636.000000,248.551025,248.551025,73.858345,44.897957,167.000000,256.000000,323.000000,-18.510176,
100,2.000000,477.000000,-1002.717957,1002.717957,1139.259155,35.897438,-1255.000000,-1069.000000,-721.000000,3.769231,296.666656,116.718163,25.641027,-262.000000,-19.000000,304.000000,138.620880,
101,2.000000,428.000000,-609.931030,614.551697,419.108704,31.034481,-748.000000,-661.000000,-566.000000,615.586182,615.586182,414.147736,41.379311,485.000000,593.000000,786.000000,-78.862640,
100,2.000000,609.000000,-595.909119,627.477295,489.358337,29.545454,-844.000000,-601.000000,-383.000000,447.363647,562.795471,458.318481,40.909092,162.000000,448.000000,724.000000,79.657509,
100,2.000000,1282.000000,-600.255798,788.813965,776.962463,2.325581,-1068.000000,-829.000000,8.000000,465.244171,514.662781,413.806976,30.232557,121.000000,434.000000,667.000000,149.471359,
102,2.000000,784.000000,7.886076,213.835449,60.806900,17.721519,-238.000000,82.000000,205.000000,887.430359,887.430359,821.127563,32.911392,779.000000,907.000000,1024.000000,86.220261,
102,2.000000,738.000000,-77.683670,497.785706,353.325348,20.408163,-630.000000,-92.000000,329.000000,770.132629,775.642883,760.923035,18.367348,550.000000,716.000000,1020.000000,8.775406,
100,2.000000,602.000000,-340.500000,418.811096,213.695480,48.888889,-523.000000,-369.000000,-205.000000,795.766663,804.788879,771.091248,33.333336,619.000000,888.000000,1078.000000,-54.228462,
100,2.000000,2084.000000,302.459015,304.950806,126.482399,22.950819,164.000000,288.000000,478.000000,598.180298,598.180298,375.030762,32.786884,527.000000,621.000000,690.000000,-70.323219,
103,2.000000,548.000000,847.152771,847.152771,757.531250,36.111111,692.000000,847.000000,975.000000,436.875000,436.875000,211.688019,41.666664,323.000000,430.000000,572.000000,-105.126740,
102,2.000000,988.000000,-128.013153,238.065796,86.036674,18.421053,-364.000000,-96.000000,65.000000,956.526306,956.526306,941.481934,36.842106,858.000000,976.000000,1079.000000,131.567932,
100,2.000000,687.000000,56.263157,307.273682,137.668320,27.368420,-157.000000,167.000000,296.000000,898.778931,898.778931,889.281738,35.789474,637.000000,898.000000,1124.000000,-86.176521,
102,2.000000,1100.000000,24.024691,450.740753,263.860901,12.345679,-427.000000,17.000000,471.000000,923.888916,923.888916,897.789307,29.629629,772.000000,910.000000,1042.000000,143.383331,
104,2.000000,286.000000,-950.789490,950.789490,941.138916,29.473682,-1120.000000,-968.000000,-792.000000,274.378937,300.484222,110.895798,40.000000,185.000000,321.000000,400.000000,107.512939,
100,2.000000,714.000000,-1001.594910,1001.594910,1107.753296,40.506329,-1190.000000,-1025.000000,-773.000000,165.936707,359.582275,198.098633,32.911392,-46.000000,213.000000,367.000000,119.734726,
100,2.000000,584.000000,-844.031250,844.802063,838.064514,37.500000,-1105.000000,-899.000000,-623.000000,64.177086,261.177094,92.591599,37.500000,-89.000000,144.000000,264.000000,92.227829,
104,2.000000,400.000000,-924.604370,924.604370,866.450684,50.549454,-988.000000,-925.000000,-854.000000,400.736267,400.736267,188.058701,39.560440,294.000000,380.000000,463.000000,62.653015,
104,2.000000,577.000000,-895.505493,898.164856,1016.085266,15.384616,-1229.000000,-1077.000000,-454.000000,345.340668,412.813202,237.301422,35.164837,104.000000,356.000000,619.000000,133.520264,
104,2.000000,489.000000,-979.788208,979.788208,1005.455322,28.235296,-1129.000000,-1031.000000,-864.000000,237.800003,257.188232,90.586304,35.294117,99.000000,233.000000,342.000000,157.742371,
