60,2.000000,2077.000000,928.058838,928.058838,94.117645,15.452130,339.206970,13.962458,893.287598,1666.336548,780.000000,891.000000,1080.000000,
40,2.000000,570.000000,87.000000,317.000000,66.666672,-217.291763,352.462708,-15.693122,140.793503,847.342712,-123.000000,121.000000,525.000000,
60,2.000000,911.000000,155.545456,306.818176,72.727272,276.832611,320.698578,4.085726,137.877014,309.649475,-167.000000,180.000000,436.000000,
42,2.000000,988.000000,-124.800003,162.399994,106.666672,36.986515,501.721954,-16.366091,38.058537,808.541809,-208.000000,-165.000000,36.000000,
42,2.000000,1030.000000,-236.750000,423.583344,66.666672,-186.643295,283.068481,-25.103424,300.483093,897.053467,-652.000000,37.000000,225.000000,
41,2.000000,1499.000000,-5.900000,331.899994,80.000000,266.419769,326.082397,-19.481539,156.605301,1853.771729,-231.000000,40.000000,409.000000,
50,2.000000,1231.000000,751.000000,751.000000,145.454544,-278.276093,371.479279,-4.506219,624.697571,400.037292,533.000000,742.000000,898.000000,
41,2.000000,552.000000,375.736847,394.789459,105.263161,17.089075,613.805664,-50.267223,187.567963,464.161804,334.000000,395.000000,527.000000,
40,2.000000,1745.000000,1053.545410,1053.545410,72.727272,17.925898,260.609222,-1.716630,1448.217773,1217.905151,395.000000,1175.000000,1623.000000,
60,2.000000,543.000000,389.736847,389.736847,273.684204,43.012726,445.720581,14.917617,170.635849,469.500122,282.000000,395.000000,479.000000,
41,2.000000,858.000000,264.727264,264.727264,145.454544,-117.327721,377.183380,-10.631353,77.634186,669.624023,212.000000,271.000000,318.000000,
42,2.000000,1055.000000,34.700001,416.100006,80.000000,-16.626104,394.016113,-50.763294,224.263916,545.892151,-302.000000,349.000000,392.000000,
51,2.000000,966.000000,390.750000,390.750000,133.333344,207.502487,370.089355,20.830278,188.677582,1411.349121,296.000000,363.000000,565.000000,
50,2.000000,1533.000000,1231.181763,1231.181763,145.454544,-261.233063,331.372009,0.214866,1574.660034,1152.462158,1003.000000,1245.000000,1450.000000,
51,2.000000,772.000000,82.636360,208.090912,145.454544,179.466232,368.072388,-16.830669,62.853912,1037.652222,-63.000000,156.000000,227.000000,
60,2.000000,641.000000,184.153839,288.923065,153.846161,-4.618609,365.736420,-23.951717,106.194923,167.348770,-24.000000,245.000000,351.000000,
51,2.000000,6036.000000,-1061.750000,1061.750000,133.333344,230.614044,537.114136,53.426502,1197.062134,1553.392578,-1218.000000,-1109.000000,-919.000000,
