1,2.000000,516.000000,-918.929382,918.929382,1166.680420,122.352943,-1143.000000,-910.000000,-762.000000,168.082352,295.141174,143.179855,122.352943,52.000000,191.000000,387.000000,339.279510,
2,2.000000,517.000000,-774.640442,794.213501,897.001526,161.797745,-938.000000,-786.000000,-629.000000,379.696625,397.247192,269.543518,206.741577,240.000000,357.000000,500.000000,260.142120,
1,2.000000,1358.000000,394.500000,394.500000,221.361511,71.428574,285.000000,445.000000,503.000000,562.821411,562.821411,423.754913,100.000000,449.000000,569.000000,694.000000,-293.373901,
2,2.000000,609.000000,-816.797119,816.797119,840.335632,185.507248,-857.000000,-800.000000,-763.000000,205.420288,205.420288,66.678261,92.753624,113.000000,182.000000,304.000000,57.484772,
1,2.000000,381.000000,-963.212769,963.212769,1249.067993,178.723404,-1136.000000,-969.000000,-780.000000,287.978729,361.148926,212.723083,144.680847,138.000000,316.000000,474.000000,319.745819,
1,2.000000,519.000000,-778.419373,801.645142,958.876099,172.043015,-1021.000000,-800.000000,-507.000000,240.311829,400.849457,289.350555,154.838699,85.000000,299.000000,497.000000,194.896454,
1,2.000000,631.000000,-808.148132,863.876526,1087.478638,108.641968,-1089.000000,-884.000000,-694.000000,401.814819,457.691345,407.502533,98.765434,100.000000,406.000000,584.000000,366.994751,
2,2.000000,761.000000,-733.046509,733.046509,750.062805,120.930229,-872.000000,-700.000000,-552.000000,329.488373,335.000000,172.065598,120.930229,202.000000,343.000000,449.000000,247.656235,
2,2.000000,1195.000000,-549.478271,561.521729,455.242096,86.956520,-733.000000,-589.000000,-485.000000,661.782593,661.782593,585.341919,121.739128,517.000000,664.000000,825.000000,-297.942596,
1,2.000000,915.000000,-948.652161,948.652161,1251.987549,156.521744,-1146.000000,-944.000000,-776.000000,24.565218,333.456512,181.389389,104.347824,-266.000000,109.000000,360.000000,372.074402,
1,2.000000,891.000000,-247.010986,292.637360,164.760681,184.615387,-429.000000,-254.000000,-47.000000,803.307678,837.967041,1027.768921,87.912086,663.000000,916.000000,1120.000000,10.857595,
2,2.000000,374.000000,-878.296692,878.296692,993.804688,105.494514,-988.000000,-880.000000,-749.000000,333.274719,333.274719,177.417511,70.329674,179.000000,299.000000,501.000000,369.714264,
1,2.000000,735.000000,-891.000000,891.770813,1137.555542,150.000000,-1125.000000,-970.000000,-677.000000,66.031250,269.489594,113.781410,133.333344,-167.000000,166.000000,264.000000,207.184402,
1,2.000000,807.000000,-985.966309,985.966309,1354.039307,161.797745,-1203.000000,-987.000000,-748.000000,146.550568,358.258423,204.525681,152.808990,-86.000000,266.000000,391.000000,309.085815,
1,2.000000,758.000000,-837.091858,869.357117,1088.517578,138.775513,-1153.000000,-924.000000,-612.000000,163.255096,331.520416,238.746887,97.959183,-114.000000,151.000000,359.000000,392.588898,
3,2.000000,1633.000000,1001.277771,1001.277771,1292.892944,204.444458,869.000000,993.000000,1103.000000,-6.133333,259.066681,112.462555,133.333344,-236.000000,59.000000,206.000000,84.321281,
1,2.000000,431.000000,-856.595215,856.595215,1100.215698,142.857147,-1099.000000,-859.000000,-634.000000,244.321426,306.654755,164.854507,123.809525,91.000000,255.000000,453.000000,303.455505,
3,2.000000,1502.000000,40.339287,318.053558,185.284668,28.571430,-260.000000,17.000000,375.000000,960.142883,960.142883,1179.215698,228.571442,871.000000,936.000000,992.000000,180.464218,
4,2.000000,883.000000,925.549988,925.549988,1098.515991,53.333336,815.000000,965.000000,1036.000000,327.766663,327.766663,163.222076,93.333336,194.000000,310.000000,497.000000,-420.583466,
1,2.000000,669.000000,154.130432,224.152176,93.702087,95.652176,-15.000000,178.000000,297.000000,890.554321,890.554321,1057.715576,173.913040,734.000000,881.000000,1045.000000,-176.095306,
2,2.000000,1041.000000,-664.434753,664.434753,574.049866,86.956520,-740.000000,-665.000000,-552.000000,255.532608,261.793488,102.973267,104.347824,172.000000,263.000000,366.000000,141.710068,
4,2.000000,1963.000000,764.659546,764.659546,752.858887,153.191498,688.000000,776.000000,852.000000,607.989380,607.989380,480.439117,110.638298,530.000000,628.000000,690.000000,-195.252029,
1,2.000000,952.000000,-369.213348,430.946655,287.470459,170.666672,-598.000000,-363.000000,-217.000000,944.000000,953.226685,1254.426636,85.333336,852.000000,1041.000000,1167.000000,-5.963693,
3,2.000000,1352.000000,-204.928574,359.452393,243.229080,95.238098,-620.000000,-98.000000,140.000000,885.166687,885.166687,1137.860474,76.190475,568.000000,849.000000,1145.000000,275.970093,
10,2.000000,553.000000,-954.458313,954.458313,1186.835571,100.000000,-1131.000000,-958.000000,-789.000000,255.260422,293.052094,125.425224,150.000000,185.000000,310.000000,379.000000,233.605270,
1,2.000000,1128.000000,199.771088,370.132538,250.110565,106.024101,76.000000,227.000000,403.000000,848.819275,848.819275,1042.422241,125.301208,564.000000,801.000000,1113.000000,-239.585205,
