1,2.000000,764.000000,354.625671,354.625671,0.210526,0.499704,2.237227,0.452939,224.977066,198.046661,334.046661,484.046661,
2,2.000000,71.000000,9.250000,68.107140,0.571429,0.359982,2.155905,0.058434,9.529989,-46.750000,-0.750000,54.250000,
2,2.000000,116.000000,100.385239,137.987625,0.285714,0.166683,2.237940,0.637956,42.496803,-24.043335,75.956665,167.956665,
2,2.000000,62.000000,156.806641,187.222656,0.200000,0.342872,1.742881,0.492057,76.913971,-18.693359,176.306641,250.306641,
1,2.000000,160.000000,131.046646,215.915329,0.083333,0.693897,2.349355,0.499699,104.634796,-23.203335,80.796661,271.796661,
1,2.000000,155.000000,55.276371,145.070908,0.090909,0.153671,1.706019,0.248099,36.298019,-121.860001,60.139999,184.139999,
1,2.000000,84.000000,93.902718,177.910873,0.181818,0.177516,1.625671,0.025724,55.686123,-92.870003,134.130005,234.130005,
1,2.000000,56.000000,105.689980,146.133987,0.200000,0.413527,2.918853,-0.793067,33.187153,60.139999,128.139999,215.139999,
2,2.000000,57.000000,129.014618,147.031540,0.307692,0.102672,2.282887,0.131320,39.292030,64.630005,136.630005,189.630005,
1,2.000000,131.000000,127.865570,205.026672,0.111111,0.863831,1.728728,0.047499,75.401199,-69.690002,171.309998,291.309998,
1,2.000000,62.000000,144.082397,193.055740,0.095238,0.684578,2.099339,-0.156634,65.774956,-15.536667,197.463333,239.463333,
1,2.000000,49.000000,34.390011,105.789993,0.285714,0.344534,2.998280,0.369971,23.858482,-27.860001,46.139999,108.139999,
2,2.000000,72.000000,116.956665,149.145004,0.333333,0.056916,1.831726,0.260507,42.466705,18.956665,127.956665,231.956665,
1,2.000000,52.000000,125.999977,157.519989,0.300000,-0.058997,2.210563,-0.392971,40.653080,71.199997,156.199997,235.199997,
2,2.000000,84.000000,119.268166,173.668167,0.181818,-0.707107,2.010515,0.340657,59.731747,-37.049988,150.950012,266.950012,
1,2.000000,230.000000,76.691132,215.156769,0.074074,0.381867,1.730861,-0.520391,68.826340,-204.160721,163.839279,257.839294,
2,2.000000,46.000000,208.250000,221.843750,0.375000,-0.467973,2.021033,-0.203232,83.775391,97.250000,230.250000,341.250000,
2,2.000000,62.000000,81.139977,123.051109,0.166667,0.147024,1.818972,0.495896,34.013748,-20.693359,45.306641,230.306641,
1,2.000000,52.000000,165.039307,184.587509,0.300000,0.431545,2.331116,-0.375108,56.926029,104.839279,188.839279,274.839294,
1,2.000000,184.000000,174.616684,227.566666,0.166667,0.075303,1.522497,-0.426946,84.078720,-32.799999,264.200012,323.200012,
2,2.000000,62.000000,112.554344,148.836960,0.260870,-0.384103,1.938964,0.274265,44.954887,-13.750000,93.250000,254.250000,
1,2.000000,377.000000,-65.934128,151.562561,0.076923,0.650741,2.245444,0.538920,40.395439,-203.203339,-53.203335,41.796665,
1,2.000000,17.000000,108.791679,138.693039,0.095238,0.208682,1.446351,0.065892,38.796497,-13.160721,111.839279,228.839279,
2,2.000000,88.000000,70.810448,88.551407,0.428571,-0.120113,1.888364,-0.023208,14.748294,-0.546692,71.453308,127.453308,
1,2.000000,296.000000,148.270340,268.104370,0.105263,0.839039,2.770211,0.757629,175.906891,-87.203339,36.796665,320.796661,
2,2.000000,88.000000,140.919769,175.076157,0.307692,0.022049,1.774786,0.524289,70.583832,-12.003326,97.996674,221.996674,
2,2.000000,92.000000,163.860733,188.646942,0.153846,-0.374740,1.661458,-0.244288,64.331436,39.630005,215.630005,275.630005,
1,2.000000,56.000000,108.379982,154.015182,0.320000,0.149440,2.713590,-0.673034,36.620811,50.139999,132.139999,172.139999,
2,2.000000,77.000000,102.640877,118.654556,0.421053,0.770953,2.139008,-0.051704,25.132103,37.956665,117.956665,172.956665,
1,2.000000,61.000000,187.380020,205.430847,0.166667,0.297476,2.747385,-0.671172,68.460312,85.463333,212.463333,291.463318,
1,2.000000,43.000000,62.709999,117.124001,0.200000,-0.002136,2.052980,0.224197,29.726978,-33.689999,46.310001,131.309998,
2,2.000000,25.000000,144.019226,176.403839,0.307692,-0.377213,2.247094,0.225540,58.241764,44.250000,180.250000,200.250000,
2,2.000000,75.000000,55.761185,102.629082,0.181818,0.315364,2.204408,0.623138,23.212404,-45.693359,25.306641,158.306641,
1,2.000000,798.000000,258.456635,399.272644,0.200000,0.823751,1.564484,-0.025516,290.548187,-63.193333,210.806671,693.806641,
1,2.000000,364.000000,25.273325,239.212891,0.133333,0.546427,1.634374,0.273050,92.248741,-195.193329,-94.193329,257.806671,
2,2.000000,52.000000,121.743324,157.967773,0.333333,0.006794,2.109723,-0.716076,37.504391,92.326660,173.326660,227.326660,
1,2.000000,111.000000,131.388992,224.797653,0.117647,0.788860,2.063755,-0.830675,70.333244,57.506668,216.506668,296.506653,
1,2.000000,67.000000,109.785713,152.500000,0.142857,0.719531,3.676428,-0.925151,37.361206,76.500000,166.500000,189.500000,
2,2.000000,120.000000,72.711540,121.634613,0.230769,-0.120806,1.489648,-0.266516,24.029984,-41.750000,107.250000,186.250000,
1,2.000000,84.000000,193.605270,222.605270,0.105263,0.522678,2.876857,0.008695,90.585052,76.500000,163.500000,327.500000,
1,2.000000,1296.000000,497.396759,539.050903,0.133333,0.744684,1.897506,0.147473,545.793884,205.796661,543.796692,918.796692,
1,2.000000,67.000000,109.360771,159.434601,0.307692,0.715874,2.050708,-0.361543,44.707832,-2.870000,146.130005,190.130005,
2,2.000000,86.000000,62.546654,126.300003,0.400000,0.764400,1.956388,0.783991,38.348171,-48.953339,6.046661,179.046661,
2,2.000000,75.000000,158.204544,194.295456,0.272727,-0.394033,2.341168,0.428020,78.772797,21.250000,126.250000,303.250000,
2,2.000000,35.000000,161.997589,186.107117,0.285714,-0.241332,2.198265,-0.209968,58.645634,87.950012,158.950012,271.950012,
1,2.000000,25.000000,147.649506,187.718094,0.214286,0.409168,2.253941,-0.122028,59.579025,50.506668,180.506668,195.506668,
2,2.000000,64.000000,144.742386,149.748566,0.285714,-0.005370,2.160635,0.399453,42.014942,49.956665,146.956665,226.956665,
1,2.000000,76.000000,126.586685,162.462219,0.266667,0.644672,2.298508,0.601199,57.155930,-27.613335,118.386665,207.386658,
2,2.000000,102.000000,12.554993,80.000015,0.250000,-0.245579,1.629400,0.270696,10.911077,-49.820007,13.179993,126.179993,
1,2.000000,54.000000,68.817177,117.999229,0.461538,0.726302,3.767710,1.078592,33.642033,-44.336666,65.663330,115.663330,
1,2.000000,35.000000,158.562210,184.338516,0.333333,0.105859,2.929207,-0.627047,58.252125,60.506668,159.506668,276.506653,
2,2.000000,94.000000,33.528095,63.695713,0.500000,0.259533,2.036372,-0.188006,7.017972,-21.043335,43.956665,79.956665,
1,2.000000,43.000000,85.215889,148.620590,0.117647,0.945918,2.275156,0.552281,53.332890,-26.489998,40.510002,224.510010,
1,2.000000,198.000000,166.975861,223.287628,0.076923,0.469369,1.999949,0.337592,101.963631,-32.293335,139.706665,376.706665,
1,2.000000,67.000000,198.972061,211.141556,0.263158,0.462356,1.466751,-0.243025,80.242142,62.130001,220.130005,333.130005,
2,2.000000,67.000000,114.055237,157.665787,0.210526,0.001959,2.704259,0.718301,55.433765,-42.049988,70.950012,234.950012,
2,2.000000,55.000000,184.349991,203.664978,0.300000,0.201923,2.220968,0.371329,79.999962,73.950012,193.950012,342.950012,
1,2.000000,75.000000,138.445770,197.443649,0.315789,0.249088,2.208881,0.070943,69.054977,34.130001,129.130005,273.130005,
1,2.000000,62.000000,170.611740,184.588211,0.235294,0.760928,2.262340,-0.309296,57.487247,111.199997,146.199997,288.200012,
2,2.000000,61.000000,186.840454,212.536285,0.315789,-0.424539,2.259171,-0.392403,72.534828,103.630005,189.630005,301.630005,
1,2.000000,100.000000,177.748398,179.763000,0.454545,0.731343,2.455688,-0.656761,49.267193,134.839279,198.839279,237.839279,
1,2.000000,47.000000,69.175415,105.939560,0.125000,0.387767,2.140540,0.418947,24.279125,-18.293333,50.706665,151.706665,
2,2.000000,86.000000,84.984146,139.568329,0.125000,-0.419143,1.848435,0.474658,43.203903,-19.953339,58.046661,277.046661,
2,2.000000,86.000000,23.993326,87.868004,0.400000,0.349360,2.770289,0.827628,17.083046,-38.673340,-19.673340,74.326660,
2,2.000000,67.000000,157.907745,187.183319,0.333333,-0.179262,2.162333,0.432709,71.159393,17.630005,166.630005,233.630005,
1,2.000000,235.000000,135.666672,258.888885,0.111111,0.821054,1.852366,0.213942,121.089066,-132.500000,183.500000,234.500000,
2,2.000000,81.000000,167.629974,198.862915,0.117647,-0.604507,1.795585,0.267131,79.659782,20.630005,182.630005,290.630005,
1,2.000000,50.000000,164.796616,193.533783,0.380952,0.457760,3.562406,-0.719203,59.440929,96.129997,170.130005,250.130005,
1,2.000000,94.000000,107.263351,190.031677,0.200000,0.543808,2.037217,0.049140,63.708221,7.463333,149.463333,284.463318,
1,2.000000,69.000000,94.352821,101.505646,0.230769,0.437020,2.083265,0.064922,18.500923,56.506668,105.506668,140.506668,
1,2.000000,176.000000,183.663330,266.135101,0.352941,0.758598,2.676655,0.347527,135.854095,70.663330,216.663330,263.663330,
2,2.000000,75.000000,141.416672,164.305557,0.222222,-0.505987,1.681343,0.320065,57.309208,8.250000,117.250000,269.250000,
1,2.000000,243.000000,146.803360,267.212250,0.083333,0.655887,1.364130,-0.194463,111.691925,-143.613342,235.386658,388.386658,
1,2.000000,64.000000,213.900940,224.509125,0.363636,0.441147,2.325761,-0.360210,82.380478,113.309998,222.309998,307.309998,
1,2.000000,111.000000,206.013351,215.920685,0.100000,0.648205,1.666581,-0.325933,81.117043,69.463333,290.463318,309.463318,
1,2.000000,44.000000,151.866653,157.173325,0.133333,0.422407,1.846062,0.216355,46.691299,34.200001,128.199997,256.200012,
2,2.000000,88.000000,155.085876,170.883316,0.307692,-0.229324,2.532646,0.403394,54.554184,70.316650,146.316650,179.316650,
1,2.000000,115.000000,186.887482,207.987473,0.375000,0.347950,5.236834,-1.506742,60.574879,176.199997,203.199997,258.200012,
1,2.000000,55.000000,187.088852,200.377747,0.333333,0.379080,1.653714,-0.238748,72.120026,45.200001,206.199997,346.200012,
1,2.000000,27.000000,-20.336147,53.959229,0.307692,0.664371,2.406651,-0.612494,6.151535,-45.489998,-10.489998,38.510002,
2,2.000000,87.000000,90.066650,106.794434,0.333333,0.376173,2.088138,0.474276,24.107946,14.316650,89.316650,156.316650,
2,2.000000,84.000000,99.808762,150.574234,0.181818,-0.766439,1.398653,-0.079678,40.782547,-66.736694,142.263306,229.263306,
1,2.000000,108.000000,99.352112,193.977371,0.315789,0.325580,1.995293,0.076684,72.035164,-46.489998,107.510002,237.510010,
1,2.000000,51.000000,92.299690,149.513031,0.363636,0.770558,2.349143,-0.762869,35.191833,10.663334,143.663330,213.663330,
2,2.000000,43.000000,95.841621,145.162354,0.235294,-0.586963,1.945982,0.599656,47.112320,-47.746643,39.253357,223.253357,
2,2.000000,59.000000,138.753372,146.452026,0.400000,-0.469869,1.790292,-0.162892,36.459435,89.253357,151.253357,207.253357,
