x,y,z
-81,655,-9
-7,764,-131
-52,913,-210
-69,1021,-262
-36,1041,-281
122,1001,-257
196,1049,-222
233,1166,-194
246,1363,-191
471,1806,-108
733,1704,54
942,1275,262
661,734,462
278,1104,295
7,1531,-23
-26,1588,-307
268,968,-247
289,913,-129
186,1015,-179
64,1031,-362
23,725,-625
32,682,-656
-16,737,-684
-119,771,-688
-318,764,-592
-380,813,-447
-423,869,-303
-411,721,-138
-370,630,-147
-380,671,-202
-468,839,-247
-672,1146,-133
-671,1165,-3
-603,1140,117
-421,1144,284
-330,1131,354
-199,1058,443
-29,951,542
89,804,496
-84,763,281
-308,729,41
-432,724,-103
-221,800,-34
-49,812,53
41,805,96
27,864,90
-150,1480,104
-179,1847,175
-113,1868,239
17,1407,253
158,448,170
122,667,106
78,1083,41
-1,1040,70
-72,816,160
-142,802,186
-194,913,89
-319,832,-281
-413,745,-409
-492,782,-463
-527,882,-454
-492,921,-324
-471,923,-246
-470,974,-176
-468,1042,-38
-423,1017,49
-353,1001,148
-297,1009,232
-300,1027,261
-276,1035,231
-157,1021,222
28,933,251
113,714,181
-87,805,-29
-295,1000,-238
-364,1124,-267
-94,952,189
76,868,332
194,893,277
236,982,107
145,1055,-55
113,1039,14
143,1104,100
330,1520,197
409,1524,230
417,1231,265
325,867,286
15,945,140
-33,1146,0
9,1103,-69
60,880,-26
-41,796,3
-139,926,-148
-200,950,-319
-236,786,-452
-269,822,-457
-326,924,-452
-392,994,-419
-472,1004,-270
-468,1039,-187
-456,1079,-91
-453,1062,42
-426,874,379
-355,838,519
-252,864,629
-155,893,694
-166,896,469
-283,928,225
-379,939,93
-270,727,321
-149,647,366
-92,697,233
-99,823,48
-95,917,21
-45,881,102
-2,868,118
11,899,66
26,1037,-59
82,1105,-96
177,1157,-129
300,1227,-153
527,1475,-19
534,1445,140
461,1208,269
382,842,284
428,978,224
442,1135,138
372,1140,29
114,983,-114
29,1026,-140
-25,1076,-181
-82,1039,-237
-238,847,-289
-307,823,-289
-363,842,-289
-452,886,-241
-476,900,-189
-482,908,-133
-476,903,-60
-473,852,207
-490,834,365
-501,865,486
-487,946,553
-426,1027,498
-447,948,335
-499,850,118
-527,780,-41
-429,636,-37
-363,582,-48
-294,629,-147
-196,778,-251
41,1032,-185
105,1052,-86
126,1065,-38
149,1147,-75
182,1120,-74
218,1026,-48
228,949,-36
220,1147,-107
314,1379,-98
468,1540,8
454,1292,362
235,1073,437
66,1049,379
64,1215,225
270,1310,-73
263,1089,-169
198,862,-284
133,745,-455
-31,744,-819
-141,738,-874
-219,712,-835
-261,699,-769
-365,775,-731
-428,834,-710
-462,879,-644
-467,895,-545
-514,890,-330
-577,906,-199
-619,937,-33
-526,1016,286
-449,1042,347
-408,1026,343
-400,961,324
-401,854,347
-409,885,358
-412,938,354
-356,948,367
-48,816,434
-34,818,325
-248,905,72
-691,981,-355
-529,910,-346
-168,850,-257
171,841,-183
322,947,-151
187,1022,-161
36,1052,-170
-43,1010,-165
59,906,-115
147,959,-102
217,1077,-93
302,1231,-56
610,1534,133
755,1542,213
795,1382,233
515,1019,118
322,1073,7
199,1202,-126
154,1223,-253
104,863,-390
43,745,-429
-20,747,-477
-78,782,-515
-226,750,-463
-316,762,-395
-395,828,-346
-457,909,-322
-543,1042,-218
-565,1098,-131
-570,1112,-65
-512,980,61
-433,928,201
-342,931,365
-283,955,488
-305,931,514
-301,881,485
-240,807,497
-164,718,542
-211,703,433
-289,803,256
-312,871,132
-248,767,162
-227,752,140
-187,848,25
-98,998,-102
67,1099,-108
48,1052,-56
-15,1033,-62
-46,1098,-150
-14,1101,-135
-5,1075,-98
-24,1050,-82
35,1078,-132
186,1150,-156
398,1235,-149
581,1284,-102
445,1270,-20
170,1272,-50
-31,1263,-89
-65,1207,-97
31,1042,-126
-4,999,-205
-58,969,-301
-85,936,-393
-116,862,-551
-155,822,-570
-192,782,-540
-212,754,-516
-245,746,-602
-280,772,-629
-326,827,-588
-409,963,-400
-427,985,-316
-431,970,-234
-424,948,-134
-368,984,99
-350,1066,185
-373,1173,247
-424,1248,316
-348,1077,560
-144,859,698
51,689,778
71,663,716
-462,938,59
-653,1023,-301
-598,1002,-454
-101,853,-184
110,819,-25
242,837,25
268,916,-38
42,1075,-298
-25,1036,-332
58,943,-261
253,898,-132
530,1174,120
527,1408,240
493,1582,342
482,1610,380
490,1211,250
439,1011,190
350,978,150
237,1146,-65
259,1119,-224
289,1036,-348
268,969,-428
31,808,-590
-109,671,-704
-227,593,-803
-330,631,-838
-509,829,-688
-567,867,-583
-606,884,-496
-657,881,-320
-644,874,-199
-577,939,-51
-454,1096,112
-177,1271,448
-121,1147,601
-144,991,664
-229,913,545
-446,904,-35
-478,824,-160
-405,701,-95
-249,617,17
-7,765,-83
0,934,-225
-19,1060,-300
-11,1093,-285
115,995,-186
174,984,-190
198,1016,-228
200,1091,-291
247,1114,-266
343,1146,-193
456,1194,-88
572,1235,117
573,1188,173
556,1142,201
446,1270,200
364,1388,124
298,1425,-8
261,1343,-136
231,1011,-257
213,882,-356
178,806,-535
122,764,-722
-21,684,-801
-112,663,-734
-217,691,-682
-306,753,-642
-344,788,-480
-374,746,-394
-482,712,-349
-638,707,-340
-745,779,-284
-643,870,-177
-517,1009,-5
-430,1171,211
-342,1283,629
-258,1119,764
-136,881,821
-58,748,528
-212,872,167
-405,936,-168
-485,866,-305
-162,685,-62
20,745,10
72,869,-43
4,980,-148
-114,1012,-229
-58,958,-196
36,914,-154
117,913,-130
179,996,-163
210,1080,-188
296,1255,-178
463,1501,-89
855,1504,315
864,1113,433
670,797,348
191,1180,-156
196,1433,-282
326,1349,-268
411,1046,-221
183,847,-378
8,941,-509
-120,919,-558
-220,784,-517
-455,741,-393
-566,835,-349
-620,856,-286
-607,809,-187
-529,842,51
-527,892,156
-531,869,249
-506,802,325
-404,869,345
-379,1001,307
-380,1079,302
-394,1058,432
-396,876,483
-349,805,453
-283,766,307
-282,792,-209
-356,816,-410
-390,820,-495
-323,818,-484
45,876,-357
209,932,-298
273,998,-269
227,1065,-286
65,1136,-387
113,1153,-381
256,1192,-304
421,1247,-187
637,1281,-18
706,1239,11
747,1171,34
715,1103,70
349,1126,106
154,1214,48
79,1254,-46
209,1087,-163
234,1017,-185
190,1018,-250
130,1040,-364
98,942,-530
63,871,-539
-19,842,-541
-118,843,-557
-213,791,-565
-232,716,-529
-279,637,-473
-361,606,-402
-496,820,-232
-508,1028,-143
-504,1215,-31
-507,1309,126
-506,1098,448
-474,914,494
-405,814,488
-293,825,500
-118,915,470
-198,875,286
-370,774,51
-501,608,-89
-370,641,-17
-208,720,11
-95,786,-35
-34,870,-153
-30,943,-160
-19,1026,-166
9,1080,-195
160,1043,-259
245,997,-249
292,992,-216
309,1054,-166
498,1376,80
713,1517,292
893,1481,461
909,1235,477
406,883,59
152,1065,-163
72,1277,-275
241,1097,-232
254,911,-199
174,847,-216
64,853,-273
-85,768,-361
-145,733,-356
-208,770,-337
-270,852,-317
-399,957,-261
-461,963,-206
-495,971,-121
-483,987,-15
-358,985,143
-284,972,200
-220,969,279
-178,979,368
-197,1063,417
-226,1111,389
-226,1078,400
-173,762,485
-33,706,388
-68,788,170
-188,881,-42
-350,774,-139
-280,741,-150
-142,817,-217
3,924,-276
166,975,-132
154,971,-34
99,996,-37
54,1037,-133
141,1112,-284
241,1138,-266
319,1154,-222
369,1159,-173
512,1129,-39
590,1110,29
588,1114,77
483,1154,112
228,1247,172
205,1244,134
235,1217,29
254,1147,-123
206,1072,-119
136,967,-146
73,872,-249
21,839,-483
-9,858,-502
-60,849,-466
-105,816,-416
-127,798,-345
-145,828,-319
-182,859,-293
-225,885,-273
-339,1024,-246
-427,1145,-194
-493,1228,-86
-483,1202,48
-316,918,167
-293,853,138
-321,905,130
-199,1024,382
-11,927,569
107,793,629
37,745,462
-409,915,-193
-459,934,-311
-319,866,-228
-87,785,-84
241,789,-60
256,859,-163
197,940,-253
137,991,-274
268,934,-76
408,953,41
466,1133,91
406,1433,80
312,1695,95
416,1483,166
513,1200,234
494,1020,255
248,1047,126
169,1089,25
127,1076,-70
62,892,-260
34,770,-352
0,694,-419
-51,701,-449
-170,854,-430
-221,902,-402
-271,918,-363
-328,928,-305
-440,943,-147
-469,931,-78
-469,917,-27
-414,896,50
-379,866,108
-339,838,188
-292,849,277
-220,1037,395
-239,1142,421
-287,1167,453
-313,1085,494
-192,867,381
-168,858,147
-249,852,-118
-378,782,-315
-354,698,-487
-142,809,-531
119,944,-522
329,1022,-447
345,1070,-355
212,1122,-387
124,1172,-379
260,1107,-164
370,1120,-91
420,1274,-65
418,1445,-4
448,1167,288
481,957,341
464,1007,267
373,1237,143
120,1337,-26
76,1198,-117
101,1103,-208
133,1055,-252
35,948,-289
-46,955,-394
-76,1006,-515
-40,1013,-571
9,826,-532
-77,789,-557
-196,827,-601
-293,840,-540
-313,791,-449
-378,780,-370
-458,814,-311
-449,792,-189
-396,714,-96
-401,703,27
-480,820,172
-626,1055,384
-589,940,380
-515,749,324
-464,652,268
-374,795,179
-268,831,70
-192,783,-88
-224,716,-248
-390,777,-420
-289,886,-421
-68,963,-379
138,980,-318
193,971,-295
133,998,-326
135,1029,-326
367,1135,-190
491,1249,-107
556,1383,-23
569,1476,79
560,1343,259
526,1189,231
450,1107,133
356,1131,43
273,1201,-20
291,1140,-78
316,1054,-171
322,993,-269
202,924,-461
103,855,-559
14,774,-630
-71,731,-666
-285,799,-655
-383,815,-578
-459,767,-440
-581,675,-191
-611,748,-170
-599,864,-194
-541,938,-196
-369,895,30
-326,864,218
-327,877,399
-326,941,556
-150,986,801
-50,840,801
-55,680,624
-176,662,297
-427,916,-204
-420,897,-209
-333,790,-151
-202,750,-134
58,995,-180
108,1088,-135
83,1090,-45
-12,1036,40
7,1059,-13
87,1107,-78
207,1175,-89
460,1351,86
518,1390,172
461,1369,195
281,1328,152
-74,1315,-29
-52,1286,-85
64,1204,-77
146,1096,-44
23,946,-153
-62,894,-288
-103,835,-409
-129,781,-491
-253,736,-535
