x,y,z
-37,910,-368
162,1073,-187
161,956,-124
198,818,-79
287,762,-66
499,878,-87
574,960,-112
604,1055,-174
498,1309,-361
452,1361,-378
524,1292,-295
726,1146,-133
1046,989,157
967,1012,172
806,1041,114
689,1065,39
614,1136,-78
555,1144,-141
493,1097,-210
471,1016,-279
460,932,-427
389,948,-485
290,958,-503
201,935,-491
17,836,-502
-104,798,-524
-216,755,-519
-357,660,-433
-427,672,-403
-519,713,-394
-619,728,-377
-756,660,-256
-782,662,-195
-783,692,-164
-759,706,-145
-722,660,-92
-746,668,-85
-767,722,-91
-747,790,-80
-635,846,-8
-628,858,-28
-653,885,-99
-658,901,-160
-508,815,-66
-396,782,6
-321,811,7
-317,861,-40
-384,746,16
-330,612,105
-223,536,116
-80,528,-123
-12,475,-213
112,414,-224
404,642,-237
495,953,-355
576,1271,-543
677,1499,-706
901,1550,-504
999,1383,-182
1071,1138,68
1070,916,145
831,917,12
749,1045,-55
745,1084,-116
739,1033,-174
521,1063,-238
443,1130,-253
463,1115,-274
494,947,-354
384,926,-403
250,938,-431
154,943,-425
37,882,-365
-27,824,-354
-88,757,-362
-208,682,-379
-267,692,-371
-303,697,-358
-312,675,-348
-339,638,-351
-374,672,-362
-395,720,-368
-388,754,-371
-344,788,-414
-340,832,-464
-340,897,-513
-327,957,-541
-287,997,-515
-299,987,-465
-328,970,-393
-348,952,-324
-325,925,-333
-288,921,-382
-240,943,-401
-191,990,-405
-171,1064,-555
-167,1085,-583
-69,1135,-395
293,1170,362
221,1004,468
-70,746,304
-313,567,75
-36,761,-102
142,862,-175
131,758,-261
147,420,-239
381,529,-228
621,788,-312
737,1027,-431
681,1199,-381
686,1241,-228
774,1316,-94
896,1370,-15
875,1080,42
722,801,47
614,663,25
610,780,-35
646,1317,-187
553,1351,-211
419,1184,-206
305,885,-212
343,911,-221
368,954,-232
341,944,-252
218,905,-284
161,924,-274
98,921,-254
30,880,-244
-96,808,-268
-162,796,-282
-232,782,-285
-300,774,-282
-414,784,-285
-467,767,-266
-509,738,-219
-532,756,-121
-530,804,-118
-547,847,-133
-585,875,-140
-575,917,-100
-493,943,-78
-422,966,-72
-419,974,-94
-537,906,-194
-541,844,-221
-494,797,-205
-427,787,-149
-268,906,1
-187,1008,19
-169,1065,-42
-381,887,-245
-440,762,-257
-367,729,-200
-209,780,-123
15,856,-30
57,822,-12
101,766,0
168,704,3
356,683,-85
459,804,-196
545,983,-306
601,1127,-364
661,1125,-307
732,1067,-243
854,1048,-175
1011,1091,-81
935,1058,-90
828,939,-116
803,792,-116
842,935,-27
678,1196,-12
442,1303,-41
301,1153,-87
379,808,-156
374,892,-201
288,999,-268
160,902,-378
135,840,-388
78,841,-383
-12,854,-383
-169,790,-396
-226,761,-380
-290,754,-343
-359,757,-303
-459,751,-296
-483,754,-311
-493,772,-307
-489,806,-287
-458,919,-263
-453,974,-245
-465,988,-215
-485,942,-190
-505,809,-217
-496,808,-244
-481,833,-245
-466,818,-144
-495,817,-72
-546,864,-7
-583,938,43
-488,1036,59
-409,1019,5
-393,946,-62
-502,742,-100
-491,709,-81
-393,739,-69
-250,783,-56
-51,734,94
-25,666,190
-21,633,212
-6,652,133
100,755,-174
194,819,-286
305,912,-315
411,1026,-255
528,1188,-53
564,1233,-22
613,1297,-43
677,1376,-61
771,1337,30
741,1149,72
669,941,53
599,956,-42
560,1145,-49
448,1253,-55
307,1205,-86
226,1002,-192
223,990,-255
172,989,-314
107,962,-351
85,904,-360
71,895,-367
9,874,-381
-178,780,-403
-277,737,-409
-386,724,-406
-499,734,-383
-613,714,-251
-605,677,-182
-592,672,-159
-597,723,-192
-636,879,-258
-650,889,-214
-657,836,-140
-652,757,-89
-592,682,-134
-560,685,-138
-543,701,-67
-516,785,134
-500,820,145
-505,831,82
-540,848,-26
-609,946,-250
-592,922,-286
-546,818,-250
-489,703,-187
-332,689,-147
-197,743,-153
-26,759,-146
144,731,-142
364,724,-176
409,808,-171
444,932,-149
513,1184,-197
517,1273,-254
507,1307,-266
533,1290,-218
831,1240,-51
970,1176,25
953,1029,86
795,871,111
565,962,14
566,1103,-69
535,1135,-141
313,1062,-220
236,1115,-228
205,1179,-230
191,1178,-243
156,1011,-314
138,957,-348
101,942,-382
30,926,-426
-139,813,-497
-197,780,-499
-252,790,-497
-329,811,-496
-492,748,-395
-525,692,-294
-535,655,-219
-557,642,-207
-668,677,-290
-717,697,-293
-745,679,-238
-778,547,-61
-783,512,-15
-771,535,-3
-748,587,5
-747,619,62
-781,616,74
-813,643,64
-820,674,48
-735,605,8
-648,577,5
-531,647,57
-419,788,134
-472,832,0
-600,664,-218
-622,531,-397
-466,554,-472
14,835,-397
175,859,-263
313,809,-62
528,837,171
530,978,46
495,1162,-165
498,1336,-310
698,1591,-138
881,1724,65
1101,1782,229
1253,1604,297
870,799,149
468,750,36
213,1010,-27
178,1251,-43
251,1018,-72
157,855,-99
27,848,-125
-79,918,-161
-247,885,-251
-331,776,-262
-391,669,-252
-431,596,-259
-558,546,-322
-646,532,-303
-714,515,-239
-790,533,-124
-827,578,-106
-855,627,-82
-855,666,-27
-783,671,112
-761,634,120
-756,595,80
-748,588,48
-728,690,134
-740,722,156
-739,691,85
-686,625,-49
-451,681,-163
-349,820,-87
-299,921,-19
-308,925,-57
-399,823,-402
-376,846,-476
-279,912,-385
-30,1052,-60
46,1100,-8
78,1111,-12
73,1074,-14
66,964,43
116,953,65
181,964,60
222,972,32
259,975,-14
307,997,-21
372,1048,-40
434,1133,-79
594,1335,-80
731,1362,50
826,1315,230
758,1247,336
204,1203,83
42,1173,-99
65,1095,-179
157,1005,-176
145,940,-195
72,941,-235
2,919,-250
-195,827,-229
-308,787,-239
-391,742,-260
-446,694,-270
-575,648,-265
-651,646,-264
-710,640,-241
-744,637,-181
-768,687,-41
-764,704,-9
-752,690,5
-739,665,15
-724,654,32
-729,651,47
-750,630,81
-775,595,124
-718,503,85
-640,469,-13
-583,480,-111
-558,705,-225
-529,863,-280
-487,958,-329
-457,948,-347
-385,803,-299
-287,825,-258
-159,931,-202
-43,1058,-131
45,1146,3
24,1101,60
-12,1061,128
-47,1055,216
-96,1040,372
-93,966,356
-64,877,252
-15,822,94
88,840,-200
139,882,-272
195,939,-266
267,1021,-185
545,1274,31
786,1377,85
1014,1387,91
908,1227,2
578,1206,-59
292,1222,-109
179,1200,-144
272,1019,-203
283,959,-234
229,943,-273
127,941,-329
-136,877,-436
-265,809,-442
-378,726,-416
-472,644,-379
-627,581,-328
-704,583,-312
-769,546,-275
-808,449,-202
-844,289,-49
-870,312,-4
